Dataset,Estrutura,Operacao,TamanhoN,TempoTotal_s,TempoMedio_ns,Rotacoes,Comparacoes,Memoria,Altura,Dimensao,Observacao
Aleatorio,AVL,Insercao,100,0.000006,64.30,59,788,3200,7,"Sucesso"
Aleatorio,AVL,Busca,100,0.000002,21.36,59,1728,3200,7,"Sucesso"
Aleatorio,AVL,Remocao,100,0.000004,78.57,81,2295,3200,6,"Sucesso"
Aleatorio,BST,Insercao,100,0.000006,57.53,0,903,2400,14,"Sucesso"
Aleatorio,BST,Busca,100,0.000003,32.42,0,2006,2400,14,"Sucesso"
Aleatorio,BST,Remocao,100,0.000003,63.33,0,2575,2400,9,"Sucesso"
Aleatorio,Splay,Insercao,100,0.000014,137.82,659,992,3200,14,"Sucesso"
Aleatorio,Splay,Busca,100,0.000015,145.12,1498,2770,3200,14,"Sucesso"
Aleatorio,Splay,Remocao,100,0.000012,238.72,1971,3858,3200,12,"Sucesso"
Aleatorio,Treap,Insercao,100,0.000014,140.08,192,1596,3200,11,"Sucesso"
Aleatorio,Treap,Busca,100,0.000004,41.11,192,2632,3200,11,"Sucesso"
Aleatorio,Treap,Remocao,100,0.000005,96.18,259,3345,3200,9,"Sucesso"
Ordenado,AVL,Insercao,100,0.000005,53.35,93,1146,3200,6,"Sucesso"
Ordenado,AVL,Busca,100,0.000001,13.42,93,2075,3200,6,"Sucesso"
Ordenado,AVL,Remocao,100,0.000003,51.53,116,2413,3200,5,"Sucesso"
Ordenado,BST,Insercao,100,0.000020,203.51,0,9900,2400,99,"Sucesso"
Ordenado,BST,Busca,100,0.000011,110.88,0,20000,2400,99,"Sucesso"
Ordenado,BST,Remocao,100,0.000001,18.03,0,20150,2400,49,"Sucesso"
Ordenado,Splay,Insercao,100,0.000003,25.44,99,198,3200,99,"Sucesso"
Ordenado,Splay,Busca,100,0.000003,29.73,515,1130,3200,99,"Sucesso"
Ordenado,Splay,Remocao,100,0.000003,51.31,774,1848,3200,6,"Sucesso"
Ordenado,Treap,Insercao,100,0.000011,106.69,94,1371,3200,13,"Sucesso"
Ordenado,Treap,Busca,100,0.000004,41.33,94,2499,3200,13,"Sucesso"
Ordenado,Treap,Remocao,100,0.000002,47.87,142,2937,3200,9,"Sucesso"
Decrescente,AVL,Insercao,100,0.000009,88.98,93,573,3200,6,"Sucesso"
Decrescente,AVL,Busca,100,0.000002,18.35,93,1484,3200,6,"Sucesso"
Decrescente,AVL,Remocao,100,0.000005,107.34,116,2035,3200,5,"Sucesso"
Decrescente,BST,Insercao,100,0.000034,338.44,0,4950,2400,99,"Sucesso"
Decrescente,BST,Busca,100,0.000012,116.35,0,10100,2400,99,"Sucesso"
Decrescente,BST,Remocao,100,0.000001,24.26,0,10250,2400,49,"Sucesso"
Decrescente,Splay,Insercao,100,0.000003,34.03,99,99,3200,99,"Sucesso"
Decrescente,Splay,Busca,100,0.000008,78.47,515,1031,3200,99,"Sucesso"
Decrescente,Splay,Remocao,100,0.000003,69.34,774,1699,3200,6,"Sucesso"
Decrescente,Treap,Insercao,100,0.000009,89.09,95,706,3200,12,"Sucesso"
Decrescente,Treap,Busca,100,0.000007,66.98,95,1854,3200,12,"Sucesso"
Decrescente,Treap,Remocao,100,0.000003,65.91,144,2641,3200,9,"Sucesso"
Decrescente,Trie,Insercao,100,0.000173,1729.53,0,4794,26568,23,"Sucesso"
Decrescente,Trie,Busca,100,0.000131,1313.06,0,9588,26568,23,"Sucesso"
Decrescente,Trie,Remocao,100,0.000093,1858.22,0,28259,26568,23,"Sucesso"
Decrescente,Patricia,Insercao,100,0.000151,1505.08,0,2697,26862,2,"Sucesso"
Decrescente,Patricia,Busca,100,0.000161,1612.63,0,5785,26862,2,"Sucesso"
Decrescente,Patricia,Remocao,100,0.000085,1693.57,0,11206,26862,2,"Sucesso"
Ordenado,Trie,Insercao,100,0.000094,943.28,0,4384,25704,21,"Sucesso"
Ordenado,Trie,Busca,100,0.000086,859.66,0,8768,25704,21,"Sucesso"
Ordenado,Trie,Remocao,100,0.000055,1103.21,0,23201,25704,21,"Sucesso"
Ordenado,Patricia,Insercao,100,0.000147,1474.82,0,2850,26574,3,"Sucesso"
Ordenado,Patricia,Busca,100,0.000142,1417.28,0,6018,26574,3,"Sucesso"
Ordenado,Patricia,Remocao,100,0.000080,1593.74,0,12563,26574,3,"Sucesso"
Aleatorio,Trie,Insercao,100,0.000216,2163.92,0,5120,141264,33,"Sucesso"
Aleatorio,Trie,Busca,100,0.000169,1694.96,0,10240,141264,33,"Sucesso"
Aleatorio,Trie,Remocao,100,0.000096,1926.28,0,30251,141264,33,"Sucesso"
Aleatorio,Patricia,Insercao,100,0.000158,1584.94,0,2740,39018,5,"Sucesso"
Aleatorio,Patricia,Busca,100,0.000147,1474.06,0,6342,39018,5,"Sucesso"
Aleatorio,Patricia,Remocao,100,0.000078,1559.40,0,13342,39018,5,"Sucesso"
Aleatorio,KDTree,Insercao,100,0.000014,144.37,0,1758,6400,11,"Dimensao=2"
Aleatorio,KDTree,Busca,100,0.000008,75.56,0,3816,6400,11,"Dimensao=2"
Aleatorio,KDTree,Remocao,5,0.000001,231.82,0,4030,6400,11,"Dimensao=2"
Clusterizado,KDTree,Insercao,100,0.000015,152.63,0,1704,7200,10,"Dimensao=3"
Clusterizado,KDTree,Busca,100,0.000008,75.67,0,3808,7200,10,"Dimensao=3"
Clusterizado,KDTree,Remocao,5,0.000001,283.38,0,4084,7200,10,"Dimensao=3"
Diagonal,KDTree,Insercao,100,0.000051,514.90,0,14850,8000,99,"Dimensao=4"
Diagonal,KDTree,Busca,100,0.000040,396.72,0,30200,8000,99,"Dimensao=4"
Diagonal,KDTree,Remocao,5,0.000023,4617.64,0,37930,8000,94,"Dimensao=4"
Aleatorio,AVL,Insercao,1000,0.000191,190.68,717,13129,32000,11,"Sucesso"
Aleatorio,AVL,Busca,1000,0.000088,87.67,717,27362,32000,11,"Sucesso"
Aleatorio,AVL,Remocao,1000,0.000126,252.61,923,35637,32000,10,"Sucesso"
Aleatorio,BST,Insercao,1000,0.000160,159.66,0,15174,24000,20,"Sucesso"
Aleatorio,BST,Busca,1000,0.000093,92.70,0,32348,24000,20,"Sucesso"
Aleatorio,BST,Remocao,1000,0.000098,195.89,0,41362,24000,17,"Sucesso"
Aleatorio,Splay,Insercao,1000,0.000334,333.66,11351,17069,32000,24,"Sucesso"
Aleatorio,Splay,Busca,1000,0.000268,268.12,24403,44173,32000,24,"Sucesso"
Aleatorio,Splay,Remocao,1000,0.000163,325.49,32321,60633,32000,21,"Sucesso"
Aleatorio,Treap,Insercao,1000,0.000197,196.66,1822,27118,32000,23,"Sucesso"
Aleatorio,Treap,Busca,1000,0.000100,99.51,1822,44884,32000,23,"Sucesso"
Aleatorio,Treap,Remocao,1000,0.000123,246.04,2773,55621,32000,19,"Sucesso"
Ordenado,AVL,Insercao,1000,0.000119,118.54,990,17954,32000,9,"Sucesso"
Ordenado,AVL,Busca,1000,0.000056,56.16,990,31978,32000,9,"Sucesso"
Ordenado,AVL,Remocao,1000,0.000060,120.95,1238,36469,32000,9,"Sucesso"
Ordenado,BST,Insercao,1000,0.002163,2162.93,0,999000,24000,999,"Sucesso"
Ordenado,BST,Busca,1000,0.000824,823.63,0,2000000,24000,999,"Sucesso"
Ordenado,BST,Remocao,1000,0.000009,17.24,0,2001500,24000,499,"Sucesso"
Ordenado,Splay,Insercao,1000,0.000029,29.13,999,1998,32000,999,"Sucesso"
Ordenado,Splay,Busca,1000,0.000037,37.00,5373,11746,32000,999,"Sucesso"
Ordenado,Splay,Remocao,1000,0.000028,55.64,8067,19134,32000,10,"Sucesso"
Ordenado,Treap,Insercao,1000,0.000066,66.27,991,18336,32000,23,"Sucesso"
