Dataset,Estrutura,Operacao,TamanhoN,TempoTotal_s,TempoMedio_ns,Rotacoes,Comparacoes,Memoria,Altura,Dimensao,Observacao
Aleatorio,AVL,Insercao,100,0.000011,114.60,59,788,3200,7,"Sucesso"
Aleatorio,AVL,Busca,100,0.000003,26.10,59,1728,3200,7,"Sucesso"
Aleatorio,AVL,Remocao,100,0.000005,98.20,81,2295,1600,6,"Sucesso"
Aleatorio,BST,Insercao,100,0.000007,70.30,0,903,2400,14,"Sucesso"
Aleatorio,BST,Busca,100,0.000004,37.80,0,2006,2400,14,"Sucesso"
Aleatorio,BST,Remocao,100,0.000007,138.60,0,2575,1200,9,"Sucesso"
Aleatorio,Splay,Insercao,100,0.000016,159.60,659,992,3200,14,"Sucesso"
Aleatorio,Splay,Busca,100,0.000017,171.60,1498,2770,3200,14,"Sucesso"
Aleatorio,Splay,Remocao,100,0.000009,186.40,1971,3858,1600,12,"Sucesso"
Aleatorio,Treap,Insercao,100,0.000014,135.10,178,1548,3200,12,"Sucesso"
Aleatorio,Treap,Busca,100,0.000005,53.30,178,2499,3200,12,"Sucesso"
Aleatorio,Treap,Remocao,100,0.000006,122.40,277,3226,1600,9,"Sucesso"
Ordenado,AVL,Insercao,100,0.000011,106.10,93,1146,3200,6,"Sucesso"
Ordenado,AVL,Busca,100,0.000002,24.70,93,2075,3200,6,"Sucesso"
Ordenado,AVL,Remocao,100,0.000004,71.00,116,2413,1600,5,"Sucesso"
Ordenado,BST,Insercao,100,0.000022,219.40,0,9900,2400,99,"Sucesso"
Ordenado,BST,Busca,100,0.000011,110.50,0,20000,2400,99,"Sucesso"
Ordenado,BST,Remocao,100,0.000001,21.40,0,20150,1200,49,"Sucesso"
Ordenado,Splay,Insercao,100,0.000003,34.20,99,198,3200,99,"Sucesso"
Ordenado,Splay,Busca,100,0.000004,39.60,515,1130,3200,99,"Sucesso"
Ordenado,Splay,Remocao,100,0.000003,68.40,774,1848,1600,6,"Sucesso"
Ordenado,Treap,Insercao,100,0.000012,123.10,96,1194,3200,14,"Sucesso"
Ordenado,Treap,Busca,100,0.000005,48.20,96,2259,3200,14,"Sucesso"
Ordenado,Treap,Remocao,100,0.000003,56.40,145,2723,1600,8,"Sucesso"
Decrescente,AVL,Insercao,100,0.000009,92.40,93,573,3200,6,"Sucesso"
Decrescente,AVL,Busca,100,0.000004,44.20,93,1484,3200,6,"Sucesso"
Decrescente,AVL,Remocao,100,0.000003,68.80,116,2035,1600,5,"Sucesso"
Decrescente,BST,Insercao,100,0.000024,236.60,0,4950,2400,99,"Sucesso"
Decrescente,BST,Busca,100,0.000009,90.50,0,10100,2400,99,"Sucesso"
Decrescente,BST,Remocao,100,0.000001,22.20,0,10250,1200,49,"Sucesso"
Decrescente,Splay,Insercao,100,0.000003,33.70,99,99,3200,99,"Sucesso"
Decrescente,Splay,Busca,100,0.000004,40.90,515,1031,3200,99,"Sucesso"
Decrescente,Splay,Remocao,100,0.000003,68.20,774,1699,1600,6,"Sucesso"
Decrescente,Treap,Insercao,100,0.000010,100.10,94,720,3200,10,"Sucesso"
Decrescente,Treap,Busca,100,0.000005,45.50,94,1704,3200,10,"Sucesso"
Decrescente,Treap,Remocao,100,0.000003,59.40,147,2353,1600,8,"Sucesso"
Decrescente,Trie,Insercao,100,0.000136,1361.90,0,4794,26568,23,"Sucesso"
Decrescente,Trie,Busca,100,0.000136,1361.10,0,9588,26568,23,"Sucesso"
Decrescente,Trie,Remocao,100,0.000081,1614.80,0,28259,15768,23,"Sucesso"
Decrescente,Patricia,Insercao,100,0.000326,3255.80,0,2697,26862,2,"Sucesso"
Decrescente,Patricia,Busca,100,0.000187,1868.40,0,5785,26862,2,"Sucesso"
Decrescente,Patricia,Remocao,100,0.000120,2404.00,0,11206,13697,2,"Sucesso"
Ordenado,Trie,Insercao,100,0.000132,1322.10,0,4384,25704,21,"Sucesso"
Ordenado,Trie,Busca,100,0.000106,1056.50,0,8768,25704,21,"Sucesso"
Ordenado,Trie,Remocao,100,0.000070,1396.00,0,23201,15336,21,"Sucesso"
Ordenado,Patricia,Insercao,100,0.000155,1554.80,0,2850,26574,3,"Sucesso"
Ordenado,Patricia,Busca,100,0.000140,1397.70,0,6018,26574,3,"Sucesso"
Ordenado,Patricia,Remocao,100,0.000091,1819.80,0,12563,13946,3,"Sucesso"
Aleatorio,Trie,Insercao,100,0.000197,1968.90,0,5120,141264,33,"Sucesso"
Aleatorio,Trie,Busca,100,0.000122,1221.90,0,10240,141264,33,"Sucesso"
Aleatorio,Trie,Remocao,100,0.000094,1885.20,0,30251,98496,33,"Sucesso"
Aleatorio,Patricia,Insercao,100,0.000172,1722.20,0,2740,39018,5,"Sucesso"
Aleatorio,Patricia,Busca,100,0.000160,1597.90,0,6342,39018,5,"Sucesso"
Aleatorio,Patricia,Remocao,100,0.000084,1686.40,0,13342,19172,4,"Sucesso"
Aleatorio,KDTree,Insercao,100,0.000019,194.40,0,1758,6400,11,"Dimensao=2"
Aleatorio,KDTree,Busca,100,0.000010,97.00,0,3816,6400,11,"Dimensao=2"
Aleatorio,KDTree,Remocao,5,0.000001,278.00,0,4030,6080,11,"Dimensao=2"
Clusterizado,KDTree,Insercao,100,0.000022,216.40,0,1704,7200,10,"Dimensao=3"
Clusterizado,KDTree,Busca,100,0.000010,95.40,0,3808,7200,10,"Dimensao=3"
Clusterizado,KDTree,Remocao,5,0.000002,328.00,0,4084,6840,10,"Dimensao=3"
Diagonal,KDTree,Insercao,100,0.000085,853.60,0,14850,8000,99,"Dimensao=4"
Diagonal,KDTree,Busca,100,0.000051,511.60,0,30200,8000,99,"Dimensao=4"
Diagonal,KDTree,Remocao,5,0.000030,5928.00,0,37930,7600,94,"Dimensao=4"
Aleatorio,AVL,Insercao,1000,0.000248,248.20,717,13129,32000,11,"Sucesso"
Aleatorio,AVL,Busca,1000,0.000087,87.21,717,27362,32000,11,"Sucesso"
Aleatorio,AVL,Remocao,1000,0.000140,279.64,923,35637,16000,10,"Sucesso"
Aleatorio,BST,Insercao,1000,0.000141,141.15,0,15174,24000,20,"Sucesso"
Aleatorio,BST,Busca,1000,0.000082,81.99,0,32348,24000,20,"Sucesso"
Aleatorio,BST,Remocao,1000,0.000092,184.34,0,41362,12000,17,"Sucesso"
Aleatorio,Splay,Insercao,1000,0.000326,326.28,11351,17069,32000,24,"Sucesso"
Aleatorio,Splay,Busca,1000,0.000310,310.10,24403,44173,32000,24,"Sucesso"
Aleatorio,Splay,Remocao,1000,0.000172,343.98,32321,60633,16000,21,"Sucesso"
Aleatorio,Treap,Insercao,1000,0.000190,189.75,1945,26337,32000,19,"Sucesso"
Aleatorio,Treap,Busca,1000,0.000086,85.74,1945,42793,32000,19,"Sucesso"
Aleatorio,Treap,Remocao,1000,0.000086,172.34,2922,53462,16000,15,"Sucesso"
Ordenado,AVL,Insercao,1000,0.000123,123.43,990,17954,32000,9,"Sucesso"
Ordenado,AVL,Busca,1000,0.000063,62.66,990,31978,32000,9,"Sucesso"
Ordenado,AVL,Remocao,1000,0.000053,106.46,1238,36469,16000,9,"Sucesso"
Ordenado,BST,Insercao,1000,0.002426,2426.08,0,999000,24000,999,"Sucesso"
Ordenado,BST,Busca,1000,0.001048,1047.90,0,2000000,24000,999,"Sucesso"
Ordenado,BST,Remocao,1000,0.000010,20.72,0,2001500,12000,499,"Sucesso"
Ordenado,Splay,Insercao,1000,0.000031,31.08,999,1998,32000,999,"Sucesso"
Ordenado,Splay,Busca,1000,0.000039,39.21,5373,11746,32000,999,"Sucesso"
Ordenado,Splay,Remocao,1000,0.000039,77.70,8067,19134,16000,10,"Sucesso"
Ordenado,Treap,Insercao,1000,0.000084,83.88,989,22206,32000,25,"Sucesso"
Ordenado,Treap,Busca,1000,0.000048,48.44,989,40784,32000,25,"Sucesso"
Ordenado,Treap,Remocao,1000,0.000027,54.96,1492,45719,16000,24,"Sucesso"
Decrescente,AVL,Insercao,1000,0.000121,120.52,990,8977,32000,9,"Sucesso"
Decrescente,AVL,Busca,1000,0.000054,54.17,990,22914,32000,9,"Sucesso"
Decrescente,AVL,Remocao,1000,0.000036,71.20,1238,30646,16000,9,"Sucesso"
Decrescente,BST,Insercao,1000,0.002317,2316.67,0,499500,24000,999,"Sucesso"
Decrescente,BST,Busca,1000,0.000944,944.13,0,1001000,24000,999,"Sucesso"
Decrescente,BST,Remocao,1000,0.000010,19.90,0,1002500,12000,499,"Sucesso"
Decrescente,Splay,Insercao,1000,0.000032,31.93,999,999,32000,999,"Sucesso"
Decrescente,Splay,Busca,1000,0.000041,40.99,5373,10747,32000,999,"Sucesso"
Decrescente,Splay,Remocao,1000,0.000037,73.56,8067,17635,16000,10,"Sucesso"
Decrescente,Treap,Insercao,1000,0.000077,77.33,996,11134,32000,18,"Sucesso"
Decrescente,Treap,Busca,1000,0.000050,50.46,996,28109,32000,18,"Sucesso"
Decrescente,Treap,Remocao,1000,0.000031,62.06,1491,37328,16000,17,"Sucesso"
Decrescente,Trie,Insercao,1000,0.001355,1355.09,0,48596,220752,24,"Sucesso"
Decrescente,Trie,Busca,1000,0.001238,1238.20,0,97192,220752,24,"Sucesso"
